customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,internet_service,phone_service,online_security,online_backup,streaming_tv,payment_method,monthly_charges,total_charges,num_support_tickets,churn
CUST-04045,Female,51,Yes,No,37,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,89.11,3417.92,2,Yes
CUST-04046,Female,18,Yes,No,48,One year,None,Yes,No,No,No,Electronic check,37.08,1728.67,4,No
CUST-04047,Male,42,Yes,No,9,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,132.08,1265.58,3,Yes
CUST-04048,Female,34,No,No,9,Month-to-month,None,Yes,No,No,No,Mailed check,43.1,401.4,3,No
CUST-04049,Female,43,Yes,Yes,13,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,104.75,1410.24,2,No
CUST-04050,Male,58,No,Yes,33,One year,Fiber optic,Yes,No,No,Yes,Electronic check,93.4,2925.48,2,No
CUST-04051,Female,44,Yes,No,8,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,107.6,868.13,4,Yes
CUST-04052,Female,24,No,No,55,One year,None,Yes,No,No,No,Mailed check,31.59,1629.57,3,No
CUST-04053,Male,56,No,No,72,Two year,None,Yes,No,No,No,Mailed check,39.89,2860.74,1,No
CUST-04054,Female,57,No,Yes,9,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,82.33,766.03,5,Yes
CUST-04055,Female,51,No,No,19,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,84.59,1475.43,2,Yes
CUST-04056,Male,37,No,Yes,29,One year,DSL,Yes,No,No,No,Bank transfer,81.85,2027.32,1,Yes
CUST-04057,Female,28,Yes,No,47,One year,None,Yes,No,No,No,Bank transfer,35.61,1594.77,2,No
CUST-04058,Female,21,No,No,13,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,93.04,1222.41,4,Yes
CUST-04059,Male,33,No,No,23,Two year,Fiber optic,Yes,No,No,Yes,Mailed check,106.52,2620.06,2,No
CUST-04060,Female,46,Yes,Yes,9,One year,Fiber optic,Yes,No,No,No,Electronic check,93.54,835.82,2,No
CUST-04061,Female,42,Yes,No,31,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,104.7,3178.35,3,No
CUST-04062,Female,48,Yes,Yes,21,One year,Fiber optic,No,Yes,No,No,Mailed check,73.7,1596.23,2,No
CUST-04063,Male,77,Yes,Yes,46,One year,DSL,Yes,No,Yes,No,Electronic check,75.49,3670.24,1,Yes
CUST-04064,Female,50,Yes,No,20,Month-to-month,None,Yes,No,No,No,Bank transfer,40.65,848.38,2,No
CUST-04065,Female,76,No,Yes,45,Two year,DSL,Yes,No,Yes,Yes,Bank transfer,91.56,4067.68,6,No
CUST-04066,Female,59,Yes,No,18,Month-to-month,DSL,Yes,Yes,Yes,No,Electronic check,69.51,1203.64,4,Yes
CUST-04067,Female,54,Yes,No,56,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Electronic check,130.99,7273.95,2,No
CUST-04068,Female,43,Yes,Yes,19,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,87.9,1678.55,3,No
CUST-04069,Female,62,Yes,No,39,Two year,DSL,Yes,Yes,No,Yes,Electronic check,86.05,3156.44,2,No
CUST-04070,Female,53,Yes,No,57,One year,Fiber optic,Yes,No,Yes,No,Credit card,89.37,4774.15,1,No
CUST-04071,Male,46,No,No,20,Month-to-month,None,Yes,No,No,No,Bank transfer,36.49,688.82,2,No
CUST-04072,Male,28,No,Yes,45,Two year,DSL,Yes,No,No,No,Credit card,59.12,2837.64,2,No
CUST-04073,Male,36,No,Yes,26,Month-to-month,DSL,Yes,No,Yes,No,Credit card,76.01,1784.55,1,No
CUST-04074,Male,27,No,Yes,29,One year,DSL,Yes,Yes,No,Yes,Bank transfer,93.55,2554.66,2,No
CUST-04075,Male,49,No,No,5,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,82.12,380.87,2,No
CUST-04076,Female,47,No,Yes,42,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,82.39,3440.65,2,No
CUST-04077,Male,18,Yes,Yes,4,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,129.97,516.98,0,Yes
CUST-04078,Female,41,No,No,53,One year,Fiber optic,Yes,Yes,No,No,Electronic check,94.57,4422.97,2,No
CUST-04079,Female,59,No,Yes,59,Two year,DSL,Yes,No,No,No,Electronic check,69.04,4134.44,5,Yes
CUST-04080,Female,63,No,Yes,6,Month-to-month,DSL,Yes,No,Yes,Yes,Bank transfer,94.81,619.63,0,Yes
CUST-04081,Male,38,No,Yes,17,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,89.68,1419.83,2,Yes
CUST-04082,Male,50,No,No,55,Two year,None,Yes,No,No,No,Credit card,39.19,2225.62,2,No
CUST-04083,Female,39,No,No,62,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,94.05,6001.2,4,No
CUST-04084,Male,50,No,No,29,One year,Fiber optic,No,No,No,Yes,Bank transfer,79.05,2241.8,6,Yes
CUST-04085,Female,49,Yes,No,36,One year,DSL,Yes,No,No,Yes,Electronic check,95.83,3553.58,1,No
CUST-04086,Male,48,Yes,Yes,10,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,93.76,907.61,1,Yes
CUST-04087,Female,72,No,Yes,1,Month-to-month,DSL,Yes,Yes,No,Yes,Bank transfer,97.96,97.96,4,Yes
CUST-04088,Female,18,No,Yes,62,One year,DSL,Yes,No,No,Yes,Electronic check,78.1,4981.3,5,No
CUST-04089,Female,62,No,No,50,Two year,DSL,Yes,Yes,No,No,Electronic check,81.22,3793.42,2,No
CUST-04090,Female,45,No,No,57,Month-to-month,DSL,Yes,Yes,No,No,Credit card,82.64,4568.27,0,Yes
CUST-04091,Female,53,Yes,No,23,One year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,114.27,2728.09,6,No
CUST-04092,Male,37,No,No,1,One year,Fiber optic,Yes,No,Yes,No,Credit card,107.06,119.33,3,No
CUST-04093,Female,33,No,No,21,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,95.65,1962.21,3,Yes
CUST-04094,Female,21,Yes,No,15,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,111.62,1666.71,2,Yes
CUST-04095,Male,57,No,No,44,One year,Fiber optic,Yes,No,No,No,Electronic check,102.21,4147.07,3,No
CUST-04096,Male,37,No,No,19,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,102.94,1959.87,1,No
CUST-04097,Male,43,Yes,No,43,One year,DSL,Yes,Yes,No,Yes,Bank transfer,88.05,4146.02,1,No
CUST-04098,Male,32,Yes,No,28,Month-to-month,DSL,Yes,No,No,No,Credit card,80.62,2337.84,3,Yes
CUST-04099,Male,28,No,No,12,Month-to-month,None,Yes,No,No,No,Bank transfer,40.36,472.5,4,No
CUST-04100,Female,39,Yes,No,59,Two year,Fiber optic,Yes,No,No,No,Mailed check,104.91,6174.52,3,No
CUST-04101,Female,39,Yes,No,3,Month-to-month,DSL,Yes,Yes,No,Yes,Bank transfer,89.97,274.04,2,No
CUST-04102,Male,42,No,No,45,Two year,Fiber optic,Yes,No,No,No,Credit card,112.64,5240.34,1,No
CUST-04103,Female,38,No,Yes,72,Two year,DSL,No,Yes,Yes,No,Credit card,65.84,4823.49,2,No
CUST-04104,Female,62,No,Yes,46,Two year,None,Yes,No,No,No,Electronic check,39.55,1801.51,3,No
CUST-04105,Male,65,No,No,72,Two year,Fiber optic,Yes,Yes,No,No,Electronic check,104.05,7680.01,1,No
CUST-04106,Female,31,No,No,44,Two year,DSL,Yes,No,No,No,Credit card,83.87,3737.1,1,Yes
CUST-04107,Female,50,No,No,43,Two year,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,141.74,5827.89,4,Yes
CUST-04108,Female,36,Yes,No,72,One year,DSL,Yes,No,No,No,Electronic check,62.13,4141.66,1,No
CUST-04109,Male,36,Yes,No,21,Month-to-month,None,Yes,No,No,No,Mailed check,37.9,782.24,3,No
CUST-04110,Female,60,Yes,No,55,One year,Fiber optic,Yes,No,No,Yes,Bank transfer,125.98,7038.15,1,No
CUST-04111,Female,25,Yes,No,11,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,115.77,1111.08,1,Yes
CUST-04112,Female,43,Yes,No,31,Two year,Fiber optic,Yes,Yes,Yes,No,Credit card,112.4,3501.13,4,No
CUST-04113,Female,58,No,Yes,9,Month-to-month,None,Yes,No,No,No,Bank transfer,41.25,397.48,4,Yes
CUST-04114,Male,32,Yes,Yes,38,One year,DSL,Yes,Yes,No,Yes,Electronic check,84.21,3087.84,3,No
CUST-04115,Female,52,No,No,72,Two year,Fiber optic,Yes,No,No,Yes,Credit card,141.04,10672.59,6,No
CUST-04116,Female,38,Yes,No,10,Month-to-month,None,No,No,No,No,Electronic check,18.0,173.44,2,No
CUST-04117,Female,32,No,Yes,17,Month-to-month,None,Yes,No,No,No,Mailed check,41.13,712.69,0,No
CUST-04118,Male,51,Yes,Yes,61,Two year,Fiber optic,Yes,Yes,No,No,Electronic check,101.7,5744.05,3,No
CUST-04119,Male,34,No,No,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,91.41,617.27,2,Yes
CUST-04120,Male,36,No,No,10,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,83.97,847.79,4,Yes
CUST-04121,Male,48,Yes,No,72,Two year,None,No,No,No,No,Electronic check,20.5,1440.33,2,No
CUST-04122,Female,49,Yes,No,24,Month-to-month,None,Yes,No,No,No,Bank transfer,36.13,896.03,0,No
CUST-04123,Male,56,No,Yes,10,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,89.14,875.21,3,Yes
CUST-04124,Female,43,Yes,No,37,One year,DSL,Yes,Yes,Yes,Yes,Mailed check,95.99,3423.56,2,No
CUST-04125,Male,30,Yes,No,2,Month-to-month,None,Yes,No,No,No,Electronic check,39.89,78.39,3,No
CUST-04126,Female,27,Yes,No,66,One year,DSL,Yes,No,Yes,Yes,Credit card,94.15,7026.2,2,No
CUST-04127,Male,33,No,Yes,25,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,70.07,1805.33,1,No
CUST-04128,Male,23,No,Yes,30,One year,Fiber optic,No,No,No,No,Credit card,56.83,1834.07,2,No
CUST-04129,Male,25,No,Yes,56,One year,Fiber optic,Yes,Yes,Yes,Yes,Mailed check,129.14,7589.91,2,No
CUST-04130,Male,61,No,Yes,51,Two year,None,Yes,No,No,No,Electronic check,40.21,1843.32,4,No
CUST-04131,Male,48,Yes,No,1,Month-to-month,DSL,Yes,No,No,No,Credit card,77.51,77.51,1,Yes
CUST-04132,Female,47,Yes,No,22,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,83.36,1938.43,0,No
CUST-04133,Female,44,No,No,20,Month-to-month,None,Yes,No,No,No,Bank transfer,36.6,772.2,1,No
CUST-04134,Female,63,Yes,Yes,12,One year,DSL,Yes,No,No,No,Credit card,76.64,933.73,0,No
CUST-04135,Female,38,Yes,No,32,Month-to-month,DSL,No,No,Yes,No,Mailed check,52.46,1705.65,1,No
CUST-04136,Male,68,Yes,No,72,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,84.95,6173.64,3,No
CUST-04137,Female,38,No,Yes,64,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,123.2,7520.82,0,No
CUST-04138,Male,69,Yes,No,35,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,81.71,3051.01,1,No
CUST-04139,Female,51,No,No,72,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,92.75,7006.93,1,No
CUST-04140,Male,23,Yes,No,42,Two year,Fiber optic,Yes,No,Yes,Yes,Electronic check,92.22,4149.7,5,Yes
CUST-04141,Female,66,Yes,No,2,Month-to-month,None,Yes,No,No,No,Credit card,43.07,81.59,3,No
CUST-04142,Female,29,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,103.27,105.77,4,Yes
CUST-04143,Female,42,Yes,No,9,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,130.5,1119.71,2,No
CUST-04144,Male,61,No,No,17,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,82.61,1404.74,1,Yes
CUST-04145,Male,69,Yes,No,12,One year,DSL,Yes,No,No,Yes,Mailed check,84.36,1087.78,0,No
CUST-04146,Female,25,Yes,No,69,One year,None,No,No,No,No,Credit card,19.0,1271.25,1,No
CUST-04147,Male,56,Yes,No,40,One year,Fiber optic,Yes,Yes,No,No,Bank transfer,91.08,3744.89,4,No
CUST-04148,Female,60,No,No,27,Two year,None,Yes,No,No,No,Credit card,45.03,1288.26,3,No
CUST-04149,Male,44,Yes,No,29,Month-to-month,None,Yes,No,No,No,Electronic check,45.42,1234.55,2,No
CUST-04150,Female,58,No,No,26,One year,DSL,Yes,No,No,No,Credit card,82.9,2097.69,2,No
CUST-04151,Female,43,No,No,22,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,108.69,2434.93,4,Yes
CUST-04152,Female,27,No,Yes,5,One year,Fiber optic,Yes,No,Yes,Yes,Mailed check,117.26,591.14,4,No
CUST-04153,Female,56,Yes,No,11,Month-to-month,None,Yes,No,No,No,Electronic check,39.14,444.34,0,No
CUST-04154,Male,48,No,No,2,Month-to-month,DSL,Yes,No,No,No,Electronic check,59.19,107.99,4,Yes
CUST-04155,Female,29,No,Yes,32,One year,Fiber optic,Yes,No,No,Yes,Electronic check,111.25,3537.55,3,No
CUST-04156,Female,63,Yes,No,1,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,90.5,91.28,3,Yes
CUST-04157,Male,48,Yes,No,15,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,91.01,1410.98,1,Yes
CUST-04158,Female,63,No,Yes,36,One year,Fiber optic,Yes,No,No,No,Bank transfer,92.25,3194.05,2,No
CUST-04159,Male,50,Yes,No,5,Month-to-month,None,Yes,No,No,No,Bank transfer,45.81,247.93,2,No
CUST-04160,Male,61,Yes,Yes,5,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,88.56,455.99,2,Yes
CUST-04161,Female,75,Yes,No,13,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,96.12,1139.94,1,Yes
CUST-04162,Male,47,Yes,No,42,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,118.7,4764.74,2,No
CUST-04163,Male,62,Yes,No,10,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,74.94,752.83,6,Yes
CUST-04164,Male,65,No,No,32,One year,Fiber optic,Yes,No,No,No,Credit card,98.6,3368.39,2,No
CUST-04165,Male,43,Yes,No,14,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,90.61,1252.47,3,No
CUST-04166,Female,52,No,No,7,One year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,120.1,865.56,3,No
CUST-04167,Female,62,No,Yes,9,Month-to-month,DSL,Yes,No,No,No,Electronic check,79.28,683.45,0,Yes
CUST-04168,Female,40,No,No,14,Month-to-month,None,Yes,No,No,No,Mailed check,31.9,410.47,0,Yes
CUST-04169,Male,42,Yes,Yes,36,One year,Fiber optic,Yes,No,Yes,No,Credit card,93.57,3497.13,1,No
CUST-04170,Male,57,No,No,32,One year,DSL,Yes,No,No,Yes,Credit card,100.94,3108.49,2,No
CUST-04171,Female,22,No,No,15,One year,DSL,Yes,Yes,No,No,Bank transfer,93.85,1368.42,2,No
CUST-04172,Male,51,No,No,63,Two year,Fiber optic,No,Yes,No,No,Electronic check,84.41,5725.19,4,No
CUST-04173,Female,21,Yes,No,7,One year,DSL,Yes,Yes,No,No,Credit card,78.99,581.27,3,No
CUST-04174,Female,38,No,No,72,Two year,None,Yes,No,No,No,Credit card,33.13,2408.78,2,No
CUST-04175,Female,37,No,No,1,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,87.56,87.56,4,Yes
CUST-04176,Male,32,Yes,No,6,Month-to-month,DSL,Yes,Yes,No,Yes,Credit card,98.74,586.33,1,No
CUST-04177,Male,65,Yes,Yes,1,Month-to-month,None,Yes,No,No,No,Bank transfer,42.35,42.48,3,No
CUST-04178,Female,77,Yes,No,34,One year,DSL,Yes,No,No,Yes,Electronic check,66.28,2377.52,1,No
CUST-04179,Female,54,No,No,62,Two year,DSL,Yes,Yes,No,No,Credit card,92.77,5517.51,4,No
CUST-04180,Female,41,No,No,15,Month-to-month,None,Yes,No,No,No,Credit card,39.52,564.13,1,No
CUST-04181,Female,37,No,No,42,One year,Fiber optic,Yes,No,Yes,No,Credit card,110.98,4634.27,5,No
CUST-04182,Male,57,Yes,No,32,One year,None,Yes,No,No,No,Credit card,34.64,1128.46,2,No
CUST-04183,Male,59,Yes,No,17,Month-to-month,None,Yes,No,No,No,Credit card,44.69,709.08,1,No
CUST-04184,Female,40,Yes,Yes,52,Two year,Fiber optic,Yes,No,Yes,No,Electronic check,109.5,6128.19,5,No
CUST-04185,Male,66,No,No,1,Month-to-month,DSL,No,Yes,Yes,Yes,Credit card,75.4,75.4,5,No
CUST-04186,Male,29,Yes,Yes,53,Two year,DSL,No,Yes,Yes,Yes,Electronic check,74.38,4123.35,1,No
CUST-04187,Female,37,No,Yes,1,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,124.24,126.75,3,Yes
CUST-04188,Male,37,No,No,25,Month-to-month,None,Yes,No,No,No,Credit card,37.72,935.57,3,No
CUST-04189,Female,41,Yes,No,10,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,106.59,1026.2,9,Yes
CUST-04190,Male,57,No,Yes,63,Two year,Fiber optic,Yes,No,No,No,Mailed check,89.78,5712.8,4,No
CUST-04191,Male,39,No,No,7,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,130.5,941.11,4,No
CUST-04192,Female,51,No,Yes,8,Month-to-month,DSL,Yes,No,Yes,Yes,Credit card,92.51,694.4,1,Yes
CUST-04193,Female,25,Yes,No,14,Month-to-month,None,Yes,No,No,No,Electronic check,40.82,547.52,1,No
CUST-04194,Female,49,No,No,53,Two year,None,Yes,No,No,No,Bank transfer,37.46,1951.92,4,No
CUST-04195,Female,59,Yes,No,22,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,88.16,1947.49,7,Yes
CUST-04196,Male,52,No,No,31,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,104.85,3371.7,1,No
CUST-04197,Male,62,Yes,Yes,58,Month-to-month,DSL,Yes,No,No,No,Credit card,65.21,3719.52,0,No
CUST-04198,Male,34,Yes,No,2,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,66.51,137.83,2,Yes
CUST-04199,Male,61,No,Yes,13,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,90.08,1168.74,2,Yes
CUST-04200,Female,64,Yes,No,4,Month-to-month,DSL,No,Yes,Yes,Yes,Mailed check,69.99,287.63,3,No
CUST-04201,Male,53,Yes,Yes,71,Two year,DSL,Yes,No,No,No,Bank transfer,79.73,5720.84,2,No
CUST-04202,Male,44,Yes,Yes,54,One year,DSL,Yes,Yes,Yes,No,Bank transfer,80.96,4535.36,1,No
CUST-04203,Male,50,Yes,Yes,58,Two year,Fiber optic,Yes,Yes,No,No,Electronic check,104.83,6040.01,3,No
CUST-04204,Male,59,Yes,No,28,One year,Fiber optic,No,No,Yes,Yes,Credit card,93.89,2522.19,1,No
CUST-04205,Female,25,Yes,No,3,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,108.33,337.7,5,Yes
CUST-04206,Female,33,Yes,Yes,15,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,114.41,1732.99,3,Yes
CUST-04207,Female,35,No,No,3,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,81.07,263.25,1,No
CUST-04208,Male,18,No,No,50,Two year,None,Yes,No,No,No,Electronic check,42.35,2028.53,0,No
CUST-04209,Male,57,No,No,58,Two year,DSL,Yes,Yes,Yes,No,Credit card,90.82,5632.02,2,No
CUST-04210,Female,57,Yes,No,55,Month-to-month,DSL,Yes,No,Yes,No,Credit card,70.45,3955.29,1,No
CUST-04211,Male,51,Yes,No,25,Month-to-month,None,No,No,No,No,Electronic check,18.0,448.19,0,No
CUST-04212,Male,65,No,No,9,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,105.42,923.78,2,No
CUST-04213,Female,27,Yes,No,25,One year,Fiber optic,Yes,No,No,No,Electronic check,78.95,2171.99,3,No
CUST-04214,Male,57,Yes,No,3,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,111.18,311.18,4,Yes
CUST-04215,Female,38,No,Yes,56,One year,Fiber optic,Yes,No,No,Yes,Electronic check,117.99,6924.06,3,Yes
CUST-04216,Male,40,No,Yes,44,One year,Fiber optic,Yes,No,No,No,Bank transfer,106.3,4960.09,1,Yes
CUST-04217,Male,31,No,No,24,Month-to-month,DSL,Yes,Yes,Yes,No,Electronic check,107.11,2592.45,0,Yes
CUST-04218,Male,49,Yes,No,62,Two year,Fiber optic,No,No,No,No,Electronic check,68.18,3961.28,3,Yes
CUST-04219,Male,28,No,No,3,Month-to-month,None,Yes,No,No,No,Electronic check,45.97,137.31,2,No
CUST-04220,Female,41,Yes,Yes,1,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,86.38,89.44,3,Yes
CUST-04221,Male,32,Yes,No,44,One year,Fiber optic,Yes,Yes,Yes,No,Electronic check,118.26,4905.31,4,No
CUST-04222,Male,59,No,No,47,Two year,None,Yes,No,No,No,Credit card,40.3,1998.04,1,No
CUST-04223,Male,44,No,No,38,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,94.16,3343.35,2,Yes
CUST-04224,Male,49,No,No,13,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,96.39,1291.57,4,Yes
CUST-04225,Female,36,No,No,52,Two year,DSL,Yes,Yes,No,No,Bank transfer,83.51,4320.86,4,No
CUST-04226,Female,34,No,No,26,One year,Fiber optic,Yes,No,No,Yes,Electronic check,119.43,3114.02,2,No
CUST-04227,Male,32,Yes,No,21,Two year,Fiber optic,Yes,No,Yes,No,Credit card,102.46,2216.35,2,No
CUST-04228,Female,34,Yes,Yes,52,One year,DSL,Yes,No,Yes,Yes,Credit card,90.24,4904.3,3,No
CUST-04229,Female,33,Yes,No,24,Month-to-month,None,Yes,No,No,No,Electronic check,38.84,843.57,0,No
CUST-04230,Male,45,Yes,No,24,One year,Fiber optic,Yes,No,No,No,Electronic check,95.41,2342.54,5,Yes
CUST-04231,Male,33,Yes,No,26,One year,None,Yes,No,No,No,Electronic check,34.18,893.63,2,No
CUST-04232,Female,61,Yes,No,72,Two year,DSL,Yes,No,No,No,Bank transfer,71.29,5051.92,1,No
CUST-04233,Female,53,Yes,No,12,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,106.8,1363.28,1,Yes
CUST-04234,Male,49,No,Yes,16,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,96.74,1443.48,4,Yes
CUST-04235,Male,61,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,117.85,820.39,3,No
CUST-04236,Female,51,No,Yes,59,Two year,None,Yes,No,No,No,Electronic check,39.82,2477.15,1,No
CUST-04237,Male,30,Yes,No,47,One year,Fiber optic,Yes,No,No,No,Credit card,84.09,3836.52,7,No
CUST-04238,Female,52,No,No,22,One year,Fiber optic,Yes,No,No,Yes,Electronic check,102.07,2161.62,4,No
CUST-04239,Female,25,No,Yes,3,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,91.18,273.46,4,Yes
CUST-04240,Female,36,Yes,No,8,Month-to-month,DSL,No,No,No,No,Credit card,44.98,356.16,1,No
CUST-04241,Male,19,No,No,57,One year,None,Yes,No,No,No,Credit card,43.68,2548.26,1,No
CUST-04242,Male,42,No,No,26,One year,DSL,Yes,No,No,No,Electronic check,59.71,1558.3,3,Yes
CUST-04243,Male,58,No,No,21,Month-to-month,Fiber optic,No,No,No,No,Electronic check,76.43,1748.0,0,Yes
CUST-04244,Female,44,No,Yes,72,Month-to-month,DSL,Yes,No,No,No,Bank transfer,72.64,5280.52,1,No
CUST-04245,Male,36,No,No,31,One year,Fiber optic,Yes,No,No,No,Electronic check,108.13,3254.73,3,No
CUST-04246,Female,64,Yes,No,21,One year,Fiber optic,Yes,Yes,Yes,No,Bank transfer,114.51,2368.46,3,No
CUST-04247,Male,56,Yes,Yes,31,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,77.91,2421.84,4,No
CUST-04248,Male,64,No,No,14,Month-to-month,None,Yes,No,No,No,Mailed check,47.29,651.94,1,Yes
CUST-04249,Male,28,Yes,Yes,4,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,106.37,423.8,4,Yes
CUST-04250,Male,52,No,No,26,Month-to-month,None,Yes,No,No,No,Electronic check,44.56,1140.1,1,No
CUST-04251,Male,29,No,No,50,One year,None,Yes,No,No,No,Electronic check,38.3,2078.67,1,No
CUST-04252,Male,49,Yes,No,34,One year,Fiber optic,Yes,No,Yes,Yes,Electronic check,134.7,4757.5,7,No
CUST-04253,Male,29,No,No,19,Month-to-month,None,Yes,No,No,No,Credit card,40.05,834.22,2,No
CUST-04254,Male,45,No,No,1,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Credit card,111.57,120.47,3,No
CUST-04255,Female,57,No,Yes,8,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,109.65,885.79,4,Yes
CUST-04256,Male,33,No,No,61,Two year,None,Yes,No,No,No,Mailed check,33.65,2228.29,0,No
CUST-04257,Male,27,Yes,No,13,Month-to-month,None,Yes,No,No,No,Electronic check,40.69,513.38,1,No
CUST-04258,Male,18,No,No,23,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,106.07,2299.27,3,No
CUST-04259,Male,64,Yes,Yes,4,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,88.17,325.79,3,Yes
CUST-04260,Female,59,No,No,7,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,111.18,778.59,3,Yes
CUST-04261,Male,48,No,No,51,Two year,None,Yes,No,No,No,Credit card,44.13,2102.72,6,No
CUST-04262,Female,33,No,No,21,Month-to-month,None,Yes,No,No,No,Bank transfer,35.87,775.73,1,No
CUST-04263,Male,22,No,No,23,One year,DSL,Yes,No,No,Yes,Electronic check,95.65,2150.98,4,No
CUST-04264,Male,49,No,Yes,66,Two year,DSL,Yes,Yes,No,Yes,Mailed check,84.76,5560.09,0,No
CUST-04265,Male,54,No,No,21,Month-to-month,None,Yes,No,No,No,Electronic check,40.93,822.86,1,No
CUST-04266,Female,19,No,No,42,Two year,DSL,Yes,No,No,No,Mailed check,48.89,2093.19,4,No
CUST-04267,Male,47,Yes,No,72,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,79.99,5377.8,2,No
CUST-04268,Female,19,No,Yes,39,Two year,None,Yes,No,No,No,Bank transfer,44.33,1878.83,3,No
CUST-04269,Female,52,Yes,No,29,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,138.72,3954.1,4,No
CUST-04270,Female,56,No,Yes,31,One year,DSL,Yes,Yes,Yes,No,Mailed check,71.82,2279.16,1,No
CUST-04271,Female,75,No,Yes,46,Two year,Fiber optic,Yes,Yes,No,Yes,Mailed check,112.2,4786.01,4,No
CUST-04272,Female,36,Yes,No,8,Month-to-month,DSL,Yes,No,No,Yes,Credit card,96.32,766.78,1,No
CUST-04273,Female,37,No,No,32,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,135.68,4461.07,4,No
