marque,modele,annee,kilometrage,carburant,transmission,puissance_cv,nb_portes,couleur,nb_proprietaires,prix
Mercedes,Classe C,2023,13469,Essence,Manuelle,158,5,Argent,1,37400
Peugeot,3008,2018,67211,Essence,Manuelle,130,5,Bleu,2,14200
Peugeot,3008,2016,152434,Hybride,Manuelle,80,5,Rouge,2,14100
BMW,X3,2021,37773,Essence,Manuelle,95,5,Gris,2,27200
Mercedes,GLA,2021,49719,Diesel,Automatique,124,3,Noir,3,31700
Mercedes,Classe C,2019,46362,Essence,Automatique,172,3,Rouge,1,28200
Audi,Q5,2018,108510,Essence,Manuelle,191,5,Vert,3,22000
Audi,Q3,2023,10127,Electrique,Manuelle,235,5,Gris,2,49300
Peugeot,5008,2021,55685,Essence,Automatique,104,5,Argent,2,23500
Citroen,C3,2022,15951,Essence,Manuelle,84,5,Blanc,1,12000
Audi,Q3,2020,43351,Essence,Automatique,182,5,Noir,1,25100
Mercedes,Classe C,2016,102706,Diesel,Automatique,170,5,Bleu,1,18000
Renault,Captur,2015,164863,Hybride,Manuelle,136,5,Argent,3,9500
Toyota,C-HR,2022,46057,Hybride,Automatique,91,5,Blanc,2,19400
Toyota,Yaris,2019,78375,Essence,Manuelle,163,5,Vert,3,10300
Audi,Q5,2023,17066,Essence,Manuelle,151,5,Noir,1,41100
Renault,Scenic,2015,60774,Diesel,Automatique,104,5,Argent,1,13100
Toyota,C-HR,2015,128659,Essence,Automatique,70,5,Noir,3,9800
BMW,X3,2022,23979,Hybride,Automatique,114,5,Bleu,3,40300
Citroen,C4,2017,169931,Essence,Manuelle,100,5,Gris,2,8000
Citroen,C4,2022,39128,Diesel,Manuelle,70,5,Vert,2,16800
Mercedes,Classe A,2024,100,Essence,Automatique,122,3,Blanc,2,32500
Citroen,C3,2017,93599,Essence,Manuelle,144,5,Blanc,1,6300
Volkswagen,T-Roc,2016,121084,Hybride,Manuelle,176,3,Vert,1,15900
Renault,Clio,2015,180831,Essence,Automatique,90,5,Gris,1,5300
Toyota,Yaris,2018,156843,Electrique,Manuelle,150,5,Rouge,3,9200
BMW,X1,2016,143008,Diesel,Manuelle,177,5,Vert,4,14900
Citroen,C4,2016,84032,Hybride,Automatique,126,5,Gris,1,11500
Volkswagen,T-Roc,2024,267,Diesel,Manuelle,155,5,Argent,1,27100
Citroen,C4,2019,87657,Essence,Manuelle,124,3,Vert,1,10000
BMW,X3,2023,15537,Diesel,Manuelle,122,5,Bleu,3,45800
Peugeot,2008,2017,148860,Essence,Automatique,127,5,Vert,1,10100
Audi,A1,2021,49323,Essence,Manuelle,205,5,Vert,3,21100
Toyota,RAV4,2019,64284,Hybride,Manuelle,117,5,Gris,2,23300
Renault,Clio,2015,255999,Electrique,Automatique,77,5,Argent,2,6300
Volkswagen,Polo,2016,112903,Essence,Automatique,70,5,Bleu,2,8700
Volkswagen,Golf,2015,206106,Hybride,Automatique,144,5,Noir,2,11700
Renault,Megane,2017,94468,Diesel,Automatique,142,5,Rouge,3,12500
Mercedes,GLC,2018,86400,Essence,Manuelle,229,5,Bleu,1,29000
Audi,Q3,2020,82753,Essence,Manuelle,194,5,Blanc,3,20700
Mercedes,GLC,2023,20295,Diesel,Manuelle,160,3,Bleu,1,42100
Citroen,C3 Aircross,2024,100,Diesel,Manuelle,122,3,Rouge,1,20300
BMW,Serie 3,2021,73003,Electrique,Automatique,249,5,Rouge,1,42100
Citroen,C3,2016,165647,Essence,Manuelle,141,5,Argent,1,5700
Citroen,C3,2018,168481,Diesel,Automatique,94,5,Argent,4,7500
Citroen,C3,2024,100,Diesel,Manuelle,143,5,Argent,2,14800
Audi,Q5,2024,4801,Diesel,Manuelle,100,5,Vert,1,41600
Peugeot,5008,2015,49272,Essence,Manuelle,88,5,Vert,3,12600
Mercedes,GLA,2018,88868,Essence,Automatique,198,5,Argent,1,22200
Toyota,C-HR,2022,29422,Essence,Manuelle,92,5,Vert,1,20700
Audi,A1,2024,100,Essence,Manuelle,92,5,Blanc,1,23700
Volkswagen,Golf,2018,114306,Essence,Manuelle,152,5,Argent,1,13500
Citroen,C4,2017,112149,Diesel,Manuelle,118,3,Noir,1,11000
Audi,Q5,2017,67192,Hybride,Automatique,232,5,Argent,3,24600
Mercedes,Classe A,2015,136775,Essence,Manuelle,214,5,Bleu,2,15600
Mercedes,GLA,2021,39949,Essence,Automatique,192,5,Vert,3,26300
Audi,A3,2022,21599,Diesel,Automatique,141,3,Argent,2,26600
Peugeot,208,2021,53858,Hybride,Manuelle,85,3,Gris,1,13400
Audi,Q3,2018,61665,Hybride,Manuelle,249,5,Noir,1,24900
Volkswagen,Golf,2016,43650,Essence,Automatique,165,5,Gris,2,11700
Toyota,RAV4,2020,72813,Hybride,Automatique,94,5,Bleu,4,21900
Mercedes,Classe C,2023,3723,Hybride,Manuelle,203,5,Rouge,2,44900
BMW,X1,2015,64006,Diesel,Manuelle,216,3,Gris,1,16900
Renault,Kadjar,2024,100,Essence,Automatique,97,5,Noir,3,26200
Peugeot,208,2022,20876,Hybride,Manuelle,147,3,Noir,2,16400
Audi,A1,2015,185302,Diesel,Manuelle,194,5,Bleu,1,9200
Mercedes,GLC,2016,89998,Essence,Manuelle,139,5,Blanc,1,22400
BMW,X1,2017,84744,Essence,Automatique,130,5,Bleu,1,19400
BMW,Serie 1,2020,35083,Diesel,Automatique,167,5,Argent,2,24900
Citroen,C5 Aircross,2017,64871,Electrique,Automatique,88,5,Argent,2,16400
Toyota,RAV4,2020,79707,Electrique,Automatique,70,5,Rouge,2,22600
BMW,Serie 3,2022,19121,Diesel,Automatique,122,5,Noir,2,37900
Volkswagen,Golf,2017,52488,Diesel,Automatique,208,5,Noir,3,14600
Toyota,Yaris,2024,1496,Essence,Manuelle,70,5,Bleu,2,15600
BMW,Serie 3,2019,46410,Essence,Manuelle,106,5,Rouge,2,20300
Peugeot,5008,2021,40258,Essence,Automatique,178,5,Noir,3,22200
Citroen,C3,2015,118309,Diesel,Manuelle,73,5,Rouge,2,5800
Mercedes,GLA,2021,50023,Essence,Manuelle,125,3,Noir,2,31100
Mercedes,GLA,2018,83228,Diesel,Automatique,197,5,Bleu,1,24400
BMW,X3,2019,52831,Essence,Automatique,274,5,Rouge,3,33000
Volkswagen,Passat,2016,155387,Essence,Automatique,127,5,Noir,1,15400
Renault,Scenic,2022,11374,Electrique,Manuelle,125,5,Gris,2,28700
Toyota,C-HR,2023,13265,Hybride,Manuelle,146,5,Vert,2,26600
Mercedes,GLA,2016,97253,Hybride,Automatique,225,5,Blanc,1,26400
Audi,A4,2023,7058,Essence,Manuelle,145,5,Vert,1,40000
Peugeot,2008,2015,136437,Diesel,Manuelle,143,5,Vert,2,8600
Mercedes,Classe A,2018,109030,Essence,Manuelle,131,5,Gris,1,17400
Peugeot,5008,2016,176908,Essence,Automatique,130,5,Rouge,1,13300
Renault,Captur,2016,127908,Hybride,Manuelle,78,5,Rouge,2,9100
Toyota,Yaris,2016,53198,Essence,Manuelle,116,5,Bleu,2,7700
Mercedes,Classe A,2017,97396,Essence,Automatique,205,3,Rouge,1,18000
Toyota,C-HR,2022,39207,Hybride,Manuelle,150,5,Vert,2,21100
Volkswagen,T-Roc,2024,4500,Essence,Automatique,176,3,Noir,4,28800
Audi,Q3,2022,30971,Hybride,Automatique,122,5,Gris,1,27900
BMW,X3,2017,131794,Hybride,Manuelle,245,5,Gris,1,24100
Toyota,Corolla,2015,124974,Diesel,Manuelle,99,5,Noir,1,8400
Citroen,C5 Aircross,2022,28919,Essence,Manuelle,95,5,Bleu,1,21400
Mercedes,Classe A,2015,170313,Diesel,Manuelle,176,3,Bleu,4,9600
BMW,Serie 1,2017,111169,Diesel,Automatique,137,5,Rouge,2,14500
Audi,A4,2018,131858,Hybride,Automatique,279,5,Rouge,1,26600
Toyota,RAV4,2023,30964,Hybride,Manuelle,135,5,Argent,2,27800
BMW,Serie 3,2024,4080,Essence,Manuelle,222,5,Blanc,1,45200
Renault,Megane,2020,22840,Hybride,Manuelle,121,5,Gris,2,16300
Toyota,Yaris,2016,127740,Electrique,Manuelle,108,3,Argent,4,9100
BMW,Serie 3,2016,78822,Essence,Automatique,229,5,Vert,3,21300
Peugeot,208,2022,28815,Essence,Manuelle,78,5,Gris,1,12200
Peugeot,208,2019,55713,Electrique,Automatique,93,5,Rouge,2,12000
BMW,X1,2015,99455,Electrique,Automatique,160,5,Blanc,3,17400
Mercedes,Classe C,2020,44789,Essence,Manuelle,139,5,Vert,4,23100
Volkswagen,Polo,2017,95751,Essence,Manuelle,138,3,Argent,3,9700
Mercedes,Classe A,2015,162519,Hybride,Automatique,172,5,Gris,1,16500
Citroen,C3 Aircross,2020,37880,Essence,Automatique,116,5,Noir,3,13300
Renault,Kadjar,2023,18412,Hybride,Automatique,135,5,Gris,3,27200
Audi,Q3,2023,10715,Essence,Manuelle,190,3,Gris,1,31200
Audi,A3,2018,154581,Essence,Manuelle,257,5,Bleu,1,14700
Citroen,C4,2021,89113,Diesel,Manuelle,86,3,Bleu,2,14400
Renault,Megane,2021,28687,Diesel,Manuelle,75,3,Vert,1,16200
Renault,Scenic,2021,54107,Essence,Automatique,70,5,Vert,3,19300
Peugeot,2008,2021,38824,Essence,Automatique,106,5,Rouge,2,15700
BMW,X1,2019,49521,Diesel,Manuelle,285,5,Noir,3,25900
Volkswagen,Polo,2020,26862,Diesel,Automatique,148,3,Gris,1,15700
Audi,A3,2023,16998,Diesel,Automatique,70,5,Gris,3,26800
Citroen,C3,2020,58290,Hybride,Manuelle,128,5,Argent,1,11400
Renault,Megane,2024,100,Hybride,Manuelle,75,5,Blanc,2,23100
Citroen,C5 Aircross,2023,16559,Hybride,Manuelle,105,5,Noir,3,26400
Audi,A3,2021,49739,Hybride,Manuelle,197,3,Argent,1,26100
Toyota,Yaris,2019,70876,Essence,Automatique,112,5,Noir,4,10000
Citroen,C4,2019,39232,Diesel,Automatique,114,5,Argent,2,14700
Toyota,C-HR,2024,100,Hybride,Automatique,143,5,Argent,2,33500
Toyota,C-HR,2019,44630,Essence,Automatique,134,5,Noir,1,16900
Audi,A3,2017,104983,Hybride,Automatique,252,5,Gris,4,16400
Toyota,C-HR,2024,100,Essence,Manuelle,92,5,Gris,2,24400
Peugeot,5008,2024,100,Hybride,Manuelle,154,5,Gris,1,38400
Peugeot,5008,2015,106095,Essence,Manuelle,74,5,Blanc,1,12700
BMW,Serie 1,2019,69811,Electrique,Automatique,180,5,Rouge,3,24300
Audi,A4,2023,6117,Diesel,Manuelle,194,3,Blanc,2,41100
Volkswagen,Polo,2017,154258,Diesel,Automatique,107,5,Rouge,1,9600
Renault,Clio,2019,73555,Diesel,Automatique,142,5,Blanc,2,11600
Peugeot,5008,2016,76011,Hybride,Manuelle,70,5,Argent,1,15500
Citroen,C5 Aircross,2019,75478,Essence,Manuelle,93,5,Noir,1,15000
Mercedes,GLC,2017,62653,Diesel,Automatique,145,5,Bleu,3,26500
BMW,Serie 1,2015,217462,Essence,Manuelle,188,5,Argent,2,10300
BMW,Serie 3,2019,94225,Diesel,Automatique,143,5,Vert,1,25000
Citroen,C5 Aircross,2024,100,Hybride,Automatique,140,3,Vert,2,33500
Toyota,Corolla,2017,102448,Diesel,Manuelle,106,5,Vert,3,10900
Mercedes,GLA,2020,54943,Diesel,Manuelle,159,5,Argent,1,25500
Peugeot,3008,2017,101328,Diesel,Automatique,117,5,Blanc,2,14100
Toyota,RAV4,2015,151693,Essence,Manuelle,83,5,Rouge,1,10600
Mercedes,Classe C,2020,37724,Diesel,Automatique,188,5,Gris,2,36500
Citroen,C4,2021,72817,Essence,Manuelle,81,5,Vert,3,13100
Peugeot,3008,2024,100,Electrique,Automatique,99,5,Rouge,3,34000
Mercedes,Classe C,2023,19163,Diesel,Manuelle,177,5,Argent,3,39100
Peugeot,5008,2023,20413,Diesel,Automatique,84,5,Gris,1,28700
Renault,Megane,2023,20021,Hybride,Automatique,111,5,Gris,3,23100
Renault,Clio,2018,93109,Hybride,Manuelle,111,5,Vert,3,9100
BMW,X1,2021,26409,Essence,Manuelle,274,5,Rouge,1,32600
BMW,Serie 1,2020,18775,Diesel,Automatique,205,5,Vert,1,27400
Toyota,Yaris,2016,177923,Hybride,Manuelle,111,5,Gris,3,6900
Renault,Scenic,2022,33909,Diesel,Automatique,97,5,Gris,4,24500
Mercedes,Classe C,2015,132903,Hybride,Manuelle,229,5,Noir,2,22000
Mercedes,Classe A,2018,123001,Hybride,Manuelle,206,5,Gris,3,15500
Mercedes,Classe A,2015,177022,Essence,Manuelle,199,5,Vert,3,11700
Peugeot,5008,2016,115059,Diesel,Manuelle,128,5,Noir,3,15600
Renault,Captur,2023,12709,Essence,Manuelle,112,5,Rouge,4,19700
Mercedes,GLC,2015,103615,Hybride,Manuelle,241,5,Vert,3,23700
Volkswagen,Passat,2021,34644,Diesel,Manuelle,155,5,Blanc,2,28800
Toyota,Corolla,2024,100,Hybride,Manuelle,84,5,Argent,2,24400
Mercedes,GLA,2023,18988,Diesel,Automatique,116,5,Vert,3,30900
Peugeot,5008,2020,76970,Diesel,Manuelle,106,5,Vert,2,18400
Volkswagen,Golf,2019,81600,Hybride,Automatique,114,3,Gris,3,18100
Toyota,C-HR,2019,41719,Hybride,Automatique,125,5,Vert,1,15700
Volkswagen,Passat,2015,122612,Diesel,Manuelle,122,5,Argent,1,13700
Toyota,Corolla,2020,49149,Hybride,Manuelle,90,5,Rouge,1,14000
Citroen,C3 Aircross,2023,18816,Electrique,Manuelle,99,3,Bleu,1,22100
Peugeot,3008,2015,96555,Essence,Manuelle,126,5,Bleu,3,8200
Citroen,C3,2018,55875,Diesel,Automatique,144,5,Rouge,1,11400
Toyota,Yaris,2021,33709,Diesel,Manuelle,183,5,Gris,1,14900
Renault,Megane,2023,14696,Diesel,Manuelle,172,3,Rouge,3,21200
Mercedes,GLA,2024,3807,Essence,Automatique,193,5,Argent,3,40800
Audi,Q3,2020,38223,Essence,Manuelle,176,5,Argent,1,23800
Citroen,C3 Aircross,2016,114498,Hybride,Manuelle,118,5,Vert,2,10200
Citroen,C3 Aircross,2022,25908,Diesel,Manuelle,100,5,Blanc,1,15400
Citroen,C3 Aircross,2021,55559,Hybride,Manuelle,124,5,Bleu,1,17800
Mercedes,GLA,2024,100,Diesel,Automatique,118,5,Rouge,1,35200
Audi,A1,2023,14495,Essence,Manuelle,220,5,Bleu,1,29500
Mercedes,GLA,2016,73782,Hybride,Manuelle,142,5,Argent,1,17000
Toyota,C-HR,2024,5392,Essence,Automatique,100,5,Rouge,3,22700
Audi,A4,2018,37629,Diesel,Manuelle,70,5,Blanc,2,18400
BMW,X1,2016,162765,Essence,Automatique,208,5,Vert,2,14700
Citroen,C4,2024,986,Hybride,Manuelle,146,5,Noir,4,21600
BMW,X1,2021,51957,Diesel,Manuelle,147,5,Noir,2,25400
Mercedes,Classe C,2023,19527,Diesel,Manuelle,93,3,Argent,2,31300
Toyota,C-HR,2022,27602,Essence,Automatique,144,3,Noir,1,19800
Renault,Scenic,2022,35850,Diesel,Automatique,123,3,Vert,1,28600
BMW,Serie 3,2016,131422,Hybride,Manuelle,171,5,Vert,4,16700
Audi,A4,2023,11392,Diesel,Manuelle,184,5,Blanc,2,40200
Toyota,C-HR,2015,166857,Essence,Manuelle,107,5,Argent,4,9400
Renault,Kadjar,2016,118288,Hybride,Automatique,70,5,Argent,3,13600
Renault,Captur,2019,58164,Hybride,Manuelle,115,5,Blanc,1,12300
Mercedes,Classe C,2021,33550,Diesel,Automatique,105,3,Vert,3,31400
Toyota,Corolla,2022,23973,Diesel,Manuelle,70,5,Noir,1,21400
Volkswagen,Tiguan,2023,6786,Essence,Manuelle,174,5,Blanc,2,34500
Toyota,C-HR,2021,69136,Diesel,Manuelle,89,5,Vert,1,17100
Volkswagen,Passat,2016,148551,Essence,Manuelle,116,5,Noir,1,14700
Audi,A4,2020,38298,Diesel,Automatique,155,5,Rouge,2,25500
Peugeot,2008,2016,89058,Hybride,Manuelle,70,3,Vert,3,9400
Citroen,C3,2018,83069,Hybride,Automatique,71,3,Vert,2,8400
Mercedes,Classe C,2021,50118,Diesel,Manuelle,183,5,Rouge,3,29600
Volkswagen,Tiguan,2020,79288,Diesel,Manuelle,150,5,Rouge,1,17500
Volkswagen,Polo,2019,48077,Diesel,Automatique,194,3,Vert,2,16200
Toyota,Yaris,2024,100,Diesel,Manuelle,196,5,Rouge,2,19100
Peugeot,3008,2019,52782,Essence,Manuelle,127,5,Rouge,2,17000
Peugeot,5008,2018,86181,Diesel,Manuelle,98,3,Argent,2,17400
BMW,Serie 3,2022,35928,Diesel,Manuelle,236,5,Noir,2,36200
Renault,Clio,2022,53323,Essence,Automatique,83,5,Vert,2,12400
Volkswagen,Polo,2023,20339,Diesel,Automatique,144,5,Argent,2,18200
Toyota,C-HR,2020,40101,Diesel,Automatique,85,5,Argent,2,18200
Citroen,C3 Aircross,2020,31179,Essence,Manuelle,109,5,Blanc,2,13300
Renault,Captur,2015,158991,Essence,Automatique,112,3,Blanc,1,8400
BMW,X3,2024,100,Electrique,Manuelle,189,5,Blanc,2,62200
Renault,Clio,2017,91363,Essence,Automatique,128,3,Blanc,2,9200
Citroen,C3 Aircross,2020,68094,Essence,Automatique,160,3,Gris,3,13600
Peugeot,208,2024,100,Essence,Automatique,112,3,Blanc,1,17400
Volkswagen,Passat,2021,31162,Essence,Automatique,176,5,Argent,1,30800
Peugeot,3008,2018,94980,Essence,Manuelle,90,5,Rouge,1,17000
Citroen,C5 Aircross,2019,57598,Essence,Automatique,105,5,Argent,2,15300
BMW,Serie 3,2015,159355,Diesel,Automatique,186,5,Argent,1,17200
Peugeot,208,2018,81778,Hybride,Manuelle,98,3,Gris,1,10200
Citroen,C4,2016,80022,Essence,Manuelle,89,5,Noir,4,8300
Peugeot,2008,2023,11793,Diesel,Manuelle,89,5,Rouge,1,16400
Toyota,Corolla,2017,113448,Hybride,Manuelle,118,5,Vert,3,11500
Peugeot,2008,2019,54511,Essence,Manuelle,112,3,Noir,1,14000
Mercedes,Classe A,2016,126155,Electrique,Manuelle,131,5,Blanc,3,14600
Audi,Q5,2018,67074,Essence,Manuelle,109,5,Blanc,3,20300
Toyota,C-HR,2017,69516,Electrique,Manuelle,98,5,Noir,1,16000
Volkswagen,Golf,2024,3141,Diesel,Automatique,157,5,Argent,1,29400
Toyota,RAV4,2017,126582,Diesel,Manuelle,104,5,Blanc,4,15000
BMW,X1,2019,62074,Hybride,Manuelle,180,5,Blanc,2,23300
BMW,Serie 3,2016,97732,Hybride,Automatique,228,5,Noir,3,22700
Renault,Kadjar,2023,13633,Essence,Manuelle,149,5,Argent,2,21400
Peugeot,3008,2021,34031,Diesel,Manuelle,135,3,Argent,2,17700
BMW,X3,2021,44852,Diesel,Manuelle,219,3,Rouge,2,34700
Mercedes,GLA,2023,15946,Electrique,Automatique,188,5,Noir,3,40500
Peugeot,5008,2015,98208,Essence,Manuelle,132,5,Vert,2,11200
Peugeot,208,2018,83792,Diesel,Automatique,89,5,Blanc,3,9200
BMW,Serie 3,2016,105742,Essence,Automatique,104,3,Argent,4,14600
Mercedes,GLA,2021,23800,Diesel,Manuelle,291,5,Argent,3,33200
Renault,Kadjar,2021,55624,Diesel,Manuelle,132,5,Gris,1,22300
Peugeot,5008,2017,60514,Diesel,Automatique,92,5,Noir,2,16500
Peugeot,2008,2018,95964,Essence,Manuelle,74,5,Rouge,2,10900
Renault,Scenic,2019,75824,Essence,Manuelle,150,5,Gris,2,15400
Renault,Megane,2024,2066,Diesel,Automatique,113,5,Vert,2,20600
Toyota,C-HR,2022,24843,Essence,Manuelle,99,5,Blanc,1,18200
Toyota,C-HR,2018,58308,Essence,Automatique,107,3,Argent,2,15300
Renault,Scenic,2023,3087,Diesel,Automatique,107,5,Argent,2,29400
Volkswagen,Passat,2023,15958,Electrique,Manuelle,236,5,Vert,2,42300
Renault,Clio,2024,1431,Hybride,Manuelle,149,5,Rouge,1,16600
Peugeot,308,2020,73812,Essence,Automatique,75,5,Bleu,2,12500
Renault,Megane,2023,11243,Electrique,Manuelle,81,5,Argent,1,25200
Audi,Q5,2019,98137,Essence,Manuelle,226,5,Noir,1,26700
Mercedes,Classe C,2023,17552,Essence,Automatique,88,5,Rouge,2,36800
Renault,Clio,2022,38870,Diesel,Manuelle,129,5,Argent,3,14000
Mercedes,GLC,2023,7245,Essence,Manuelle,220,5,Noir,2,49100
Toyota,Corolla,2018,118319,Diesel,Automatique,108,5,Gris,3,12900
Peugeot,208,2015,140382,Essence,Automatique,89,5,Bleu,1,6300
Mercedes,GLA,2020,66957,Hybride,Manuelle,193,5,Blanc,1,26900
Volkswagen,T-Roc,2016,116236,Essence,Automatique,128,5,Bleu,1,10800
Mercedes,GLC,2016,183749,Diesel,Manuelle,144,5,Gris,1,18900
BMW,X1,2024,100,Hybride,Manuelle,161,5,Vert,2,46600
Peugeot,208,2020,61752,Diesel,Manuelle,142,5,Noir,3,9100
Toyota,C-HR,2019,119444,Essence,Automatique,70,5,Argent,4,12100
Toyota,Yaris,2018,59342,Diesel,Automatique,124,5,Vert,1,9900
Mercedes,GLA,2021,73545,Essence,Manuelle,158,5,Blanc,1,25700
Volkswagen,Tiguan,2015,65672,Essence,Manuelle,192,5,Argent,1,13000
Renault,Megane,2021,45519,Diesel,Manuelle,92,5,Noir,3,15900
Audi,A4,2020,60491,Diesel,Manuelle,220,5,Blanc,2,24000
Volkswagen,Golf,2022,28229,Essence,Manuelle,124,5,Argent,3,19500
Audi,A1,2020,60485,Diesel,Manuelle,145,5,Noir,2,19100
Citroen,C3,2023,21084,Essence,Automatique,92,5,Noir,3,12100
Audi,A4,2024,311,Essence,Automatique,138,5,Noir,2,32200
Mercedes,GLC,2019,72000,Essence,Manuelle,271,5,Gris,3,28200
Citroen,C5 Aircross,2023,18101,Hybride,Automatique,134,5,Bleu,1,29800
Mercedes,Classe C,2019,35732,Essence,Manuelle,195,5,Blanc,1,27200
Volkswagen,Passat,2016,128745,Hybride,Manuelle,107,5,Noir,1,18000
Mercedes,GLC,2016,63338,Hybride,Manuelle,151,5,Gris,1,22800
Volkswagen,Passat,2015,153049,Diesel,Manuelle,125,3,Vert,2,13200
Volkswagen,Polo,2015,190558,Electrique,Manuelle,150,5,Rouge,3,8300
Volkswagen,Tiguan,2019,68676,Hybride,Manuelle,102,5,Vert,2,19800
Renault,Scenic,2021,55879,Essence,Manuelle,113,5,Noir,1,18500
Volkswagen,Golf,2015,93451,Electrique,Manuelle,167,5,Bleu,1,13100
Renault,Megane,2017,107141,Essence,Automatique,71,3,Bleu,1,9300
BMW,Serie 3,2022,45187,Essence,Automatique,190,5,Blanc,1,33200
Toyota,Corolla,2015,44378,Essence,Manuelle,132,5,Vert,2,7900
Toyota,Yaris,2022,19246,Diesel,Manuelle,152,5,Rouge,1,14000
Renault,Megane,2021,32963,Electrique,Automatique,103,5,Gris,1,20800
Mercedes,GLA,2022,37053,Hybride,Automatique,158,3,Rouge,1,33400
Renault,Megane,2017,61388,Essence,Manuelle,97,5,Bleu,2,10000
Peugeot,2008,2017,122091,Essence,Manuelle,70,5,Bleu,3,9100
Toyota,C-HR,2019,50767,Electrique,Manuelle,92,5,Rouge,2,20400
Toyota,RAV4,2021,28325,Diesel,Manuelle,70,3,Bleu,2,25000
Toyota,RAV4,2020,50027,Diesel,Automatique,72,5,Rouge,2,19800
Mercedes,Classe C,2021,59531,Diesel,Automatique,201,5,Noir,1,33200
Mercedes,GLA,2015,181408,Electrique,Manuelle,172,3,Argent,1,14700
BMW,Serie 1,2017,63058,Electrique,Manuelle,194,5,Rouge,1,19900
BMW,X1,2016,94615,Diesel,Automatique,274,5,Gris,1,20400
Audi,A3,2021,59982,Hybride,Automatique,176,5,Vert,1,26700
Renault,Scenic,2018,82000,Diesel,Automatique,116,5,Argent,3,13700
Renault,Megane,2015,118550,Hybride,Automatique,163,5,Noir,1,9300
Mercedes,GLC,2020,36299,Essence,Automatique,163,5,Argent,2,38000
Toyota,Corolla,2018,43512,Essence,Automatique,129,5,Rouge,2,14300
Peugeot,3008,2024,636,Diesel,Manuelle,93,5,Argent,2,31500
Audi,Q3,2022,18568,Diesel,Manuelle,201,5,Gris,1,33400
Mercedes,GLA,2018,82917,Diesel,Manuelle,176,5,Bleu,3,20500
Mercedes,Classe C,2017,102423,Diesel,Automatique,218,5,Noir,2,23700
Renault,Scenic,2024,100,Diesel,Automatique,70,5,Noir,1,27300
Audi,A3,2023,11980,Electrique,Manuelle,140,5,Rouge,1,35400
Mercedes,Classe C,2022,52432,Essence,Manuelle,116,5,Noir,2,29700
Toyota,Yaris,2019,51318,Hybride,Automatique,132,5,Blanc,1,13700
BMW,X1,2018,102591,Essence,Manuelle,235,5,Rouge,1,20400
Toyota,C-HR,2023,19207,Hybride,Manuelle,97,5,Vert,1,23100
Audi,Q3,2023,13489,Essence,Manuelle,257,5,Argent,2,29200
Audi,Q3,2024,1059,Hybride,Automatique,198,5,Blanc,1,44900
Audi,Q5,2015,167253,Hybride,Automatique,99,5,Blanc,2,21000
Mercedes,Classe C,2024,955,Electrique,Automatique,188,5,Argent,2,54900
Volkswagen,Polo,2017,97310,Essence,Manuelle,132,3,Argent,1,8900
Toyota,RAV4,2022,43385,Electrique,Automatique,126,5,Rouge,1,29500
Toyota,Corolla,2024,100,Electrique,Automatique,93,5,Gris,3,29000
BMW,Serie 1,2022,34172,Diesel,Automatique,238,5,Gris,1,32000
Renault,Megane,2024,2271,Essence,Automatique,102,5,Blanc,2,20900
Citroen,C4,2016,104856,Diesel,Manuelle,122,5,Gris,1,10000
BMW,Serie 3,2019,68890,Diesel,Manuelle,149,5,Rouge,1,22500
Mercedes,GLA,2018,104692,Essence,Manuelle,218,3,Vert,4,19900
Audi,A3,2019,46764,Essence,Automatique,96,5,Vert,1,17700
Volkswagen,Tiguan,2024,1748,Electrique,Manuelle,76,5,Vert,3,36600
BMW,X3,2015,131368,Essence,Automatique,158,3,Rouge,1,17200
Citroen,C4,2015,97469,Essence,Manuelle,193,5,Noir,1,7900
Volkswagen,Passat,2022,28273,Essence,Automatique,110,5,Blanc,1,26700
Volkswagen,Tiguan,2019,72960,Essence,Automatique,166,5,Rouge,1,20600
Audi,A1,2020,49052,Essence,Automatique,185,5,Vert,2,15300
Audi,A1,2020,19945,Essence,Automatique,239,5,Rouge,2,21400
Renault,Scenic,2022,37262,Hybride,Automatique,88,3,Noir,1,23600
Renault,Scenic,2022,17156,Essence,Automatique,154,5,Rouge,1,22600
Peugeot,208,2016,69353,Essence,Manuelle,122,5,Bleu,1,8500
Citroen,C5 Aircross,2019,101899,Hybride,Automatique,87,5,Argent,3,15600
Volkswagen,T-Roc,2015,93631,Diesel,Manuelle,70,5,Noir,1,8700
Citroen,C5 Aircross,2018,75878,Essence,Manuelle,70,3,Argent,2,12000
Audi,A3,2020,40740,Essence,Manuelle,92,5,Vert,2,20500
BMW,X3,2018,91646,Hybride,Manuelle,220,5,Noir,1,31200
Audi,Q5,2018,159920,Diesel,Manuelle,144,5,Vert,1,22800
Renault,Captur,2020,69088,Essence,Automatique,70,5,Rouge,2,12400
Renault,Kadjar,2018,97565,Essence,Manuelle,77,5,Rouge,2,11700
Peugeot,208,2020,65539,Essence,Manuelle,74,5,Gris,2,9900
Citroen,C4,2016,97162,Essence,Automatique,112,5,Vert,1,8900
Toyota,Corolla,2015,180217,Essence,Manuelle,106,5,Rouge,4,7000
Citroen,C3,2017,160174,Hybride,Manuelle,138,5,Noir,2,8200
Renault,Scenic,2024,967,Diesel,Manuelle,112,5,Rouge,2,25400
Audi,A3,2018,112391,Essence,Manuelle,235,3,Blanc,3,14800
Volkswagen,T-Roc,2023,8047,Essence,Automatique,187,3,Bleu,1,26100
